Gene,Half-life (h)
YDL161W,0.066093652
YDL164C,0.121739021
YDL165W,0.174848441
YDL166C,0.225523202
YDL167C,0.114177346
YDL168W,0.356228328
YDL169C,0.398476927
YDL170W,0.073766089
YDL171C,0.306898186
YDL173W,0.202196821
YDL174C,0.233636677
YDL175C,0.071514197
YDL176W,0.065203907
YDL177C,0.037734124
YDL178W,0.130169759
YDL179W,0.035177481
YDL180W,0.062644716
YDL181W,0.312077071
YDL182W,0.262536371
YDL183C,0.091566473
YDL184C,0.074455495
YDL185W,0.872118618
YDL186W,0.351983564
YDL188C,0.209491098
YDL189W,0.147964042
YDL190C,0.165124853
YDL191W,0.40191748
YDL192W,0.588560475
YDL193W,0.176251037
YDL194W,0.093574344
YDL195W,0.17840167
YDL197C,0.070507838
YDL198C,0.268473222
YDL199C,0.064838704
YDL200C,0.222337805
YDL201W,0.186696463
YDL202W,0.08547828
YDL203C,0.068152302
YDL204W,0.071776561
YDL205C,0.188885102
YDL206W,0.12461701
YDL207W,0.108341246
YDL208W,0.308111086
YDL209C,0.075188731
YDL210W,0.208211286
YDL211C,0.056674351
YDL212W,0.496076951
YDL213C,0.293415222
YDL214C,0.077017623
YDL215C,0.12389005
YDL216C,0.042402765
YDL217C,0.068356526
YDL218W,0.101608004
YDL219W,0.336298589
YDL220C,0.070854317
YDL222C,0.330853937
YDL223C,0.122823929
YDL224C,0.062067699
YDL225W,0.135948369
YDL226C,0.268389746
YDL227C,0.059706132
YDL229W,0.627063677
YDL230W,0.106309578
YDL231C,0.069057177
YDL232W,0.111409942
YDL233W,0.11784427
YDL234C,0.11753649
YDL235C,0.148135603
YDL236W,0.2621587
YDL237W,0.513863173
YDL238C,0.130325227
YDL239C,0.08146559
YDL240W,0.070773383
YDL241W,0.154082693
YDL243C,0.057493444
YDL244W,0.347924661
YDL245C,0.477726716
YDL246C,0.18831977
YDL247W,0.196698635
YDL248W,0.128204553
YDR001C,0.216829442
YDR002W,0.728612224
YDR003W,0.088892531
YDR003W-A,0.044359789
YDR004W,0.046288726
YDR005C,0.08581044
YDR006C,0.109557086
YDR009W,0.093430911
YDR011W,0.15878471
YDR012W,0.487481399
YDR013W,0.098352031
YDR014W,0.040469467
YDR016C,0.119585553
YDR017C,0.090863553
YDR018C,0.178808491
YDR019C,0.185241209
YDR020C,0.067109146
YDR021W,0.064023174
YDR022C,0.107555038
YDR023W,0.703172485
YDR025W,0.691681812
YDR026C,0.100741364
YDR027C,0.096853753
YDR028C,0.153409088
YDR030C,0.056505249
YDR031W,0.137702377
YDR032C,1.807024606
YDR033W,0.33495884
YDR034C,0.067774098
YDR034C-A,0.175837949
YDR034W-B,0.834143944
YDR035W,0.372366978
YDR036C,0.19053859
YDR037W,0.479099189
YDR038C,0.104504114
YDR041W,0.142751973
YDR042C,0.24562452
YDR043C,0.053983156
YDR044W,0.27173346
YDR045C,0.177774631
YDR046C,0.121531925
YDR047W,0.103564516
YDR049W,0.065483633
YDR050C,0.52237015
YDR051C,0.139739675
YDR052C,0.06521898
YDR054C,0.108519703
YDR055W,0.099179737
YDR056C,0.41815967
YDR057W,0.059434485
YDR058C,0.122930868
YDR059C,0.155943463
YDR060W,0.1699622
YDR061W,0.08607366
YDR062W,0.323935125
YDR063W,0.287688182
YDR064W,0.586502604
YDR065W,0.057174359
YDR066C,0.112232046
YDR067C,0.096895067
YDR068W,0.170650845
YDR069C,0.069479582
YDR070C,0.500775066
YDR071C,0.334606619
YDR072C,0.09636911
YDR073W,0.081256491
YDR074W,0.17764948
YDR075W,0.052176207
YDR076W,0.048906954
YDR077W,0.62179992
YDR078C,0.131344023
YDR079C-A,0.206016952
YDR079W,0.086098684
YDR080W,0.086296137
YDR081C,0.067661451
YDR082W,0.060249101
YDR083W,0.220848205
YDR084C,0.353571781
YDR085C,0.230948824
YDR086C,0.348701875
YDR087C,0.164889915
YDR088C,0.050270424
YDR089W,0.105296789
YDR090C,0.099488247
YDR091C,0.270701302
YDR092W,0.256684719
YDR093W,0.131608605
YDR096W,0.071783999
YDR097C,0.164483521
YDR098C,0.553095368
YDR099W,0.494125013
YDR100W,0.220882668
YDR101C,0.160118536
YDR103W,0.062215082
YDR104C,0.099764912
YDR105C,0.150350275
YDR106W,0.092085918
YDR107C,0.194583171
YDR108W,0.067868041
YDR109C,0.071895854
YDR110W,0.074359519
YDR111C,0.126803662
YDR113C,0.056852418
YDR115W,0.118283392
YDR116C,0.085567064
YDR117C,0.159935617
YDR118W,0.072716108
YDR119W,0.185710396
YDR120C,0.22764087
YDR121W,0.143750414
YDR122W,0.191016676
YDR123C,0.029102876
YDR124W,0.314390766
YDR125C,0.205891729
YDR126W,0.14548506
YDR127W,0.232543564
YDR128W,0.198519282
YDR129C,0.390049523
YDR130C,0.062314845
YDR131C,0.054401048
YDR132C,0.071584219
YDR135C,0.245509488
YDR137W,0.074144228
YDR138W,0.062137298
YDR139C,0.226609853
YDR140W,0.186619636
YDR141C,0.162736917
YDR142C,0.065649354
YDR143C,0.081324921
YDR144C,0.218767722
YDR145W,0.130057755
YDR146C,0.083886888
YDR147W,0.06263388
YDR148C,0.480467641
YDR150W,0.184329215
YDR151C,0.08709061
YDR152W,0.15431664
YDR153C,0.051265092
YDR155C,0.714019315
YDR156W,0.140611374
YDR158W,0.794218948
YDR159W,0.085559862
YDR160W,0.082144198
YDR161W,0.218540311
YDR162C,0.090333988
YDR163W,0.10869082
YDR164C,0.136620667
YDR165W,0.201181928
YDR166C,0.086365833
YDR167W,0.169483714
YDR168W,0.154422227
YDR169C,0.062495437
YDR169C-A,0.164671052
YDR170C,0.432044612
YDR171W,0.149110201
YDR172W,0.314916779
YDR173C,0.10550714
YDR174W,0.270249811
YDR175C,0.090943356
YDR176W,0.043426159
YDR177W,0.243459127
YDR178W,0.349737281
YDR179C,0.142546418
YDR179W-A,0.0941956
YDR180W,0.103893356
YDR181C,0.08509697
YDR182W,0.205970773
YDR182W-A,0.144680747
YDR183W,0.101042654
YDR184C,0.095169682
YDR185C,0.121310114
YDR186C,0.078512575
YDR188W,0.256014525
YDR189W,0.143355843
YDR190C,0.255416396
YDR191W,0.049165863
YDR192C,0.076153888
YDR194C,0.133500539
YDR194W-A,0.222498855
YDR195W,0.084113339
YDR196C,0.22490397
YDR197W,0.052668945
YDR198C,0.06910128
YDR200C,0.117127452
YDR201W,0.121304536
YDR202C,0.163552413
YDR204W,0.358941262
YDR205W,0.138937125
YDR206W,0.109545449
YDR207C,0.115421873
YDR208W,0.056998254
YDR210W,0.17552225
YDR211W,0.160694517
YDR212W,0.365129702
YDR213W,0.068319877
YDR214W,0.223254215
YDR216W,0.090839356
YDR217C,0.099892278
YDR218C,0.403653197
YDR219C,0.062310878
YDR221W,0.164376706
YDR222W,0.079816869
YDR223W,0.166208218
YDR224C,0.27123651
YDR225W,0.277777471
YDR226W,0.633884123
YDR227W,0.119084717
YDR228C,0.093096005
YDR229W,0.068546754
YDR231C,0.2128282
YDR232W,0.181701166
YDR233C,0.422282819
YDR234W,0.180016801
YDR235W,0.079216634
YDR236C,0.287266263
YDR237W,0.108214665
YDR238C,0.269281418
YDR239C,0.065496184
YDR240C,0.077057288
YDR242W,0.048737979
YDR243C,0.074492527
YDR244W,0.064872227
YDR245W,0.145326325
YDR246W,0.114829631
YDR246W-A,0.038929335
YDR247W,0.051396546
YDR248C,0.383636397
YDR249C,0.061259041
YDR251W,0.091714063
YDR252W,0.051237912
YDR253C,0.052478644
YDR254W,0.067578658
YDR255C,0.182648973
YDR256C,0.171090473
YDR257C,0.093763726
YDR258C,0.095988574
YDR259C,0.081617429
YDR260C,0.086152416
YDR261C,0.32478327
YDR261C-D,0.42307422
YDR261W-B,0.506640456
YDR262W,0.10901967
YDR263C,0.099369913
YDR264C,0.158721498
YDR265W,0.076255403
YDR266C,0.137989931
YDR267C,0.079015081
YDR268W,0.131592076
YDR270W,0.067343544
